Age,Cabin,Embarked,Survived
12,0,1,3
10,0,1,4
13,0,0,5
9,0,0,3
9,0,0,2
7,1,0,2
10,0,1,7
9,1,0,3
9,1,0,7
11,0,1,2
7,1,0,2
12,0,1,2
7,1,0,2
10,1,0,2
7,1,0,2
8,1,0,2
11,0,0,2
8,1,0,2
7,1,0,2
6,1,0,2
10,1,0,2
9,1,0,1
13,1,1,2
11,0,0,2
8,1,0,2
12,0,1,2
12,0,1,2
10,0,1,3
12,0,1,2
8,1,0,2
11,0,1,3
10,0,1,3
7,1,0,2
13,0,1,2
12,0,1,2
16,1,1,4
10,0,0,3
5,1,0,2
10,1,0,2
13,0,1,3
9,0,0,2
9,1,0,2
12,0,1,3
12,0,1,3
8,0,1,2
7,1,0,2
10,0,1,3
7,0,0,2
11,1,1,5
9,1,0,2
9,1,0,3
10,0,1,3
12,1,1,2
9,0,1,2
8,1,0,3
11,0,1,3
8,1,1,2
12,0,1,2
10,0,0,3
10,1,0,2
9,0,0,3
11,0,1,2
9,1,0,1
13,0,1,3
10,1,0,2
13,0,1,3
10,0,1,2
11,0,1,2
10,1,0,2
9,0,0,2
10,0,0,2
10,1,0,2
9,1,0,3
11,0,0,16
9,0,1,3
11,0,1,2
11,0,1,2
11,0,1,4
10,1,0,2
10,1,0,2
10,1,0,2
12,0,1,3
9,0,0,3
9,1,0,3
9,0,1,3
9,0,1,3
9,1,0,3
7,0,0,8
11,0,1,3
8,1,0,2
7,0,0,3
11,0,1,3
9,1,0,3
